# reporter: v22 (2026-09-25); filters: subbench=capability, version=0.1, since=2026-09-22T00:00:00Z, until=2026-09-23T07:00:00Z, testee=pcrec_25b1984f_auto-caps-simdna, testee=pcrec_25b1984f_auto-nocaps-simdna, testee=pcrec_25b1984f_vm-caps-simdna, testee=pcrec_25b1984f_vm-in-caps-simdna, testee=pcrec_8d716693_auto-caps-simdna, testee=pcrec_8d716693_auto-nocaps-simdna, testee=pcrec_8d716693_vm-caps-simdna, testee=pcrec_8d716693_vm-in-caps-simdna, testee=oniguruma_6.9.10_default-caps-simdna, testee=rust_1.13.1_default-caps-simdna, testee=vectorscan_5.4.11_block-nosom-nocaps-simd; source: store/index.tsv (11 record(s) matching this query); records: 11; excluded_invalid: 0; superseded: 0; newer_not_measured: 0; subbench_versions: capability@0.1; machines: budu-ryzen1600; schema_versions: 1.6; grain: set; single_subject_regimes: ; include_unmeasured: False; include_scratch: False; all_records: False; x13_rules: v1.4 X13 (pre-flight + trial agreement) on 11; mixed_x13: False; include_provenance: False; worst_other_core_busy: 62.5% (pcrec_25b1984f_auto-caps-simdna / wild-validator-ipv4-owasp / large-subject-throughput); floor_pattern: floor-byte; null_band: pcrec 25b1984f -> 8d716693: census reports/identity/capability@0.1/pcrec_25b1984f__8d716693.tsv, 143 null of 492 cells, strata ok=2 insufficient=2 empty=2, n_min=10
section	pattern	subject_or_na	regime_or_na	form	fact	testee	status	tier	rank_or_na	metric	value	n	pass_rate	n_gave_up	n_wrong	gave_up_summary	delta_verdict
rank_yes	wild-semdiv-dollar-trailing-newline-pcre2	(set)	short-subject-search	plain	same program	pcrec_25b1984f_auto-caps-simdna	measured	pinned	4	ratio_vs_best	1.851416	75	1.0000	0	0		
rank_yes	wild-semdiv-dollar-trailing-newline-pcre2	(set)	short-subject-search	plain	same program	pcrec_25b1984f_vm-in-caps-simdna	measured	pinned	5	median_ns	2003.147405	75	1.0000	0	0		
rank_yes	wild-semdiv-dollar-trailing-newline-pcre2	(set)	short-subject-search	plain	same program	pcrec_25b1984f_vm-in-caps-simdna	measured	pinned	5	min_ns	1997.026557	75	1.0000	0	0		
rank_yes	wild-semdiv-dollar-trailing-newline-pcre2	(set)	short-subject-search	plain	same program	pcrec_25b1984f_vm-in-caps-simdna	measured	pinned	5	max_ns	2010.158803	75	1.0000	0	0		
rank_yes	wild-semdiv-dollar-trailing-newline-pcre2	(set)	short-subject-search	plain	same program	pcrec_25b1984f_vm-in-caps-simdna	measured	pinned	5	stddev_ns	4.701000	75	1.0000	0	0		
rank_yes	wild-semdiv-dollar-trailing-newline-pcre2	(set)	short-subject-search	plain	same program	pcrec_25b1984f_vm-in-caps-simdna	measured	pinned	5	ratio_vs_baseline	3.124978	75	1.0000	0	0		
rank_yes	wild-semdiv-dollar-trailing-newline-pcre2	(set)	short-subject-search	plain	same program	pcrec_25b1984f_vm-in-caps-simdna	measured	pinned	5	ratio_vs_best	3.124978	75	1.0000	0	0		
rank_yes	wild-semdiv-dollar-trailing-newline-pcre2	(set)	short-subject-search	plain	same program	pcrec_25b1984f_vm-caps-simdna	measured	pinned	6	median_ns	2145.898634	75	1.0000	0	0		
rank_yes	wild-semdiv-dollar-trailing-newline-pcre2	(set)	short-subject-search	plain	same program	pcrec_25b1984f_vm-caps-simdna	measured	pinned	6	min_ns	2137.540868	75	1.0000	0	0		
rank_yes	wild-semdiv-dollar-trailing-newline-pcre2	(set)	short-subject-search	plain	same program	pcrec_25b1984f_vm-caps-simdna	measured	pinned	6	max_ns	2155.393764	75	1.0000	0	0		
rank_yes	wild-semdiv-dollar-trailing-newline-pcre2	(set)	short-subject-search	plain	same program	pcrec_25b1984f_vm-caps-simdna	measured	pinned	6	stddev_ns	6.086109	75	1.0000	0	0		
rank_yes	wild-semdiv-dollar-trailing-newline-pcre2	(set)	short-subject-search	plain	same program	pcrec_25b1984f_vm-caps-simdna	measured	pinned	6	ratio_vs_baseline	3.347674	75	1.0000	0	0		
rank_yes	wild-semdiv-dollar-trailing-newline-pcre2	(set)	short-subject-search	plain	same program	pcrec_25b1984f_vm-caps-simdna	measured	pinned	6	ratio_vs_best	3.347674	75	1.0000	0	0		
rank_yes	wild-semdiv-dollar-trailing-newline-pcre2	(set)	short-subject-search	plain	same program	oniguruma_6.9.10_default-caps-simdna	measured	pinned	7	median_ns	3476.691344	75	1.0000	0	0		
rank_yes	wild-semdiv-dollar-trailing-newline-pcre2	(set)	short-subject-search	plain	same program	oniguruma_6.9.10_default-caps-simdna	measured	pinned	7	min_ns	3464.189503	75	1.0000	0	0		
rank_yes	wild-semdiv-dollar-trailing-newline-pcre2	(set)	short-subject-search	plain	same program	oniguruma_6.9.10_default-caps-simdna	measured	pinned	7	max_ns	3481.473317	75	1.0000	0	0		
rank_yes	wild-semdiv-dollar-trailing-newline-pcre2	(set)	short-subject-search	plain	same program	oniguruma_6.9.10_default-caps-simdna	measured	pinned	7	stddev_ns	6.031993	75	1.0000	0	0		
rank_yes	wild-semdiv-dollar-trailing-newline-pcre2	(set)	short-subject-search	plain	same program	oniguruma_6.9.10_default-caps-simdna	measured	pinned	7	ratio_vs_baseline	5.423756	75	1.0000	0	0		
rank_yes	wild-semdiv-dollar-trailing-newline-pcre2	(set)	short-subject-search	plain	same program	oniguruma_6.9.10_default-caps-simdna	measured	pinned	7	ratio_vs_best	5.423756	75	1.0000	0	0		
baseline_yes	wild-semdiv-empty-alt-repeat-pcre2	(set)	large-subject-throughput			pcrec_25b1984f_auto-caps-simdna				baseline_identity	row-best-fallback					pcrec_25b1984f_auto-caps-simdna (row-best fallback -- interp absent from this group)	
rank_yes	wild-semdiv-empty-alt-repeat-pcre2	(set)	large-subject-throughput	plain	same program	pcrec_25b1984f_auto-caps-simdna	measured	pinned	1	median_ns	7000451.666667	3	1.0000	0	0		
rank_yes	wild-semdiv-empty-alt-repeat-pcre2	(set)	large-subject-throughput	plain	same program	pcrec_25b1984f_auto-caps-simdna	measured	pinned	1	min_ns	6979527.769231	3	1.0000	0	0		
rank_yes	wild-semdiv-empty-alt-repeat-pcre2	(set)	large-subject-throughput	plain	same program	pcrec_25b1984f_auto-caps-simdna	measured	pinned	1	max_ns	7019620.461538	3	1.0000	0	0		
rank_yes	wild-semdiv-empty-alt-repeat-pcre2	(set)	large-subject-throughput	plain	same program	pcrec_25b1984f_auto-caps-simdna	measured	pinned	1	stddev_ns	14802.862201	3	1.0000	0	0		
rank_yes	wild-semdiv-empty-alt-repeat-pcre2	(set)	large-subject-throughput	plain	same program	pcrec_25b1984f_auto-caps-simdna	measured	pinned	1	ratio_vs_baseline	1.000000	3	1.0000	0	0		
rank_yes	wild-semdiv-empty-alt-repeat-pcre2	(set)	large-subject-throughput	plain	same program	pcrec_25b1984f_auto-caps-simdna	measured	pinned	1	ratio_vs_best	1.000000	3	1.0000	0	0		
rank_yes	wild-semdiv-empty-alt-repeat-pcre2	(set)	large-subject-throughput	plain	same program	pcrec_8d716693_auto-caps-simdna	measured	pinned	2	median_ns	7002348.820513	3	1.0000	0	0		unchanged (within spread)
rank_yes	wild-semdiv-empty-alt-repeat-pcre2	(set)	large-subject-throughput	plain	same program	pcrec_8d716693_auto-caps-simdna	measured	pinned	2	min_ns	6998445.000000	3	1.0000	0	0		unchanged (within spread)
rank_yes	wild-semdiv-empty-alt-repeat-pcre2	(set)	large-subject-throughput	plain	same program	pcrec_8d716693_auto-caps-simdna	measured	pinned	2	max_ns	7040634.666667	3	1.0000	0	0		unchanged (within spread)
rank_yes	wild-semdiv-empty-alt-repeat-pcre2	(set)	large-subject-throughput	plain	same program	pcrec_8d716693_auto-caps-simdna	measured	pinned	2	stddev_ns	15587.234769	3	1.0000	0	0		unchanged (within spread)
rank_yes	wild-semdiv-empty-alt-repeat-pcre2	(set)	large-subject-throughput	plain	same program	pcrec_8d716693_auto-caps-simdna	measured	pinned	2	ratio_vs_baseline	1.000271	3	1.0000	0	0		unchanged (within spread)
rank_yes	wild-semdiv-empty-alt-repeat-pcre2	(set)	large-subject-throughput	plain	same program	pcrec_8d716693_auto-caps-simdna	measured	pinned	2	ratio_vs_best	1.000271	3	1.0000	0	0		unchanged (within spread)
rank_yes	wild-semdiv-empty-alt-repeat-pcre2	(set)	large-subject-throughput	plain	same program	pcrec_8d716693_vm-caps-simdna	measured	pinned	3	median_ns	25326045.818182	3	1.0000	0	0		unchanged (within spread)
rank_yes	wild-semdiv-empty-alt-repeat-pcre2	(set)	large-subject-throughput	plain	same program	pcrec_8d716693_vm-caps-simdna	measured	pinned	3	min_ns	25255334.545455	3	1.0000	0	0		unchanged (within spread)
rank_yes	wild-semdiv-empty-alt-repeat-pcre2	(set)	large-subject-throughput	plain	same program	pcrec_8d716693_vm-caps-simdna	measured	pinned	3	max_ns	25362672.454545	3	1.0000	0	0		unchanged (within spread)
rank_yes	wild-semdiv-empty-alt-repeat-pcre2	(set)	large-subject-throughput	plain	same program	pcrec_8d716693_vm-caps-simdna	measured	pinned	3	stddev_ns	39347.979601	3	1.0000	0	0		unchanged (within spread)
rank_yes	wild-semdiv-empty-alt-repeat-pcre2	(set)	large-subject-throughput	plain	same program	pcrec_8d716693_vm-caps-simdna	measured	pinned	3	ratio_vs_baseline	3.617773	3	1.0000	0	0		unchanged (within spread)
rank_yes	wild-semdiv-empty-alt-repeat-pcre2	(set)	large-subject-throughput	plain	same program	pcrec_8d716693_vm-caps-simdna	measured	pinned	3	ratio_vs_best	3.617773	3	1.0000	0	0		unchanged (within spread)
rank_yes	wild-semdiv-empty-alt-repeat-pcre2	(set)	large-subject-throughput	plain	same program	pcrec_25b1984f_vm-caps-simdna	measured	pinned	4	median_ns	25326087.545455	3	1.0000	0	0		
rank_yes	wild-semdiv-empty-alt-repeat-pcre2	(set)	large-subject-throughput	plain	same program	pcrec_25b1984f_vm-caps-simdna	measured	pinned	4	min_ns	25222464.090909	3	1.0000	0	0		
rank_yes	wild-semdiv-empty-alt-repeat-pcre2	(set)	large-subject-throughput	plain	same program	pcrec_25b1984f_vm-caps-simdna	measured	pinned	4	max_ns	25523597.727273	3	1.0000	0	0		
rank_yes	wild-semdiv-empty-alt-repeat-pcre2	(set)	large-subject-throughput	plain	same program	pcrec_25b1984f_vm-caps-simdna	measured	pinned	4	stddev_ns	99530.743234	3	1.0000	0	0		
rank_yes	wild-semdiv-empty-alt-repeat-pcre2	(set)	large-subject-throughput	plain	same program	pcrec_25b1984f_vm-caps-simdna	measured	pinned	4	ratio_vs_baseline	3.617779	3	1.0000	0	0		
rank_yes	wild-semdiv-empty-alt-repeat-pcre2	(set)	large-subject-throughput	plain	same program	pcrec_25b1984f_vm-caps-simdna	measured	pinned	4	ratio_vs_best	3.617779	3	1.0000	0	0		
rank_yes	wild-semdiv-empty-alt-repeat-pcre2	(set)	large-subject-throughput	plain	same program	pcrec_8d716693_vm-in-caps-simdna	measured	pinned	5	median_ns	25889851.454545	3	1.0000	0	0		unchanged (within spread)
rank_yes	wild-semdiv-empty-alt-repeat-pcre2	(set)	large-subject-throughput	plain	same program	pcrec_8d716693_vm-in-caps-simdna	measured	pinned	5	min_ns	25785269.000000	3	1.0000	0	0		unchanged (within spread)
rank_yes	wild-semdiv-empty-alt-repeat-pcre2	(set)	large-subject-throughput	plain	same program	pcrec_8d716693_vm-in-caps-simdna	measured	pinned	5	max_ns	25953995.454545	3	1.0000	0	0		unchanged (within spread)
rank_yes	wild-semdiv-empty-alt-repeat-pcre2	(set)	large-subject-throughput	plain	same program	pcrec_8d716693_vm-in-caps-simdna	measured	pinned	5	stddev_ns	55847.665124	3	1.0000	0	0		unchanged (within spread)
rank_yes	wild-semdiv-empty-alt-repeat-pcre2	(set)	large-subject-throughput	plain	same program	pcrec_8d716693_vm-in-caps-simdna	measured	pinned	5	ratio_vs_baseline	3.698312	3	1.0000	0	0		unchanged (within spread)
rank_yes	wild-semdiv-empty-alt-repeat-pcre2	(set)	large-subject-throughput	plain	same program	pcrec_8d716693_vm-in-caps-simdna	measured	pinned	5	ratio_vs_best	3.698312	3	1.0000	0	0		unchanged (within spread)
rank_yes	wild-semdiv-empty-alt-repeat-pcre2	(set)	large-subject-throughput	plain	same program	pcrec_25b1984f_vm-in-caps-simdna	measured	pinned	6	median_ns	25909063.272727	3	1.0000	0	0		
rank_yes	wild-semdiv-empty-alt-repeat-pcre2	(set)	large-subject-throughput	plain	same program	pcrec_25b1984f_vm-in-caps-simdna	measured	pinned	6	min_ns	25818475.454545	3	1.0000	0	0		
rank_yes	wild-semdiv-empty-alt-repeat-pcre2	(set)	large-subject-throughput	plain	same program	pcrec_25b1984f_vm-in-caps-simdna	measured	pinned	6	max_ns	27848983.272727	3	1.0000	0	0		
rank_yes	wild-semdiv-empty-alt-repeat-pcre2	(set)	large-subject-throughput	plain	same program	pcrec_25b1984f_vm-in-caps-simdna	measured	pinned	6	stddev_ns	788419.934997	3	1.0000	0	0		
rank_yes	wild-semdiv-empty-alt-repeat-pcre2	(set)	large-subject-throughput	plain	same program	pcrec_25b1984f_vm-in-caps-simdna	measured	pinned	6	ratio_vs_baseline	3.701056	3	1.0000	0	0		
rank_yes	wild-semdiv-empty-alt-repeat-pcre2	(set)	large-subject-throughput	plain	same program	pcrec_25b1984f_vm-in-caps-simdna	measured	pinned	6	ratio_vs_best	3.701056	3	1.0000	0	0		
rank_yes	wild-semdiv-empty-alt-repeat-pcre2	(set)	large-subject-throughput	plain	same program	oniguruma_6.9.10_default-caps-simdna	measured	pinned	7	median_ns	100170778.666667	3	1.0000	0	0		
rank_yes	wild-semdiv-empty-alt-repeat-pcre2	(set)	large-subject-throughput	plain	same program	oniguruma_6.9.10_default-caps-simdna	measured	pinned	7	min_ns	99345551.000000	3	1.0000	0	0		
rank_yes	wild-semdiv-empty-alt-repeat-pcre2	(set)	large-subject-throughput	plain	same program	oniguruma_6.9.10_default-caps-simdna	measured	pinned	7	max_ns	100340716.333333	3	1.0000	0	0		
rank_yes	wild-semdiv-empty-alt-repeat-pcre2	(set)	large-subject-throughput	plain	same program	oniguruma_6.9.10_default-caps-simdna	measured	pinned	7	stddev_ns	398471.289619	3	1.0000	0	0		
rank_yes	wild-semdiv-empty-alt-repeat-pcre2	(set)	large-subject-throughput	plain	same program	oniguruma_6.9.10_default-caps-simdna	measured	pinned	7	ratio_vs_baseline	14.309188	3	1.0000	0	0		
rank_yes	wild-semdiv-empty-alt-repeat-pcre2	(set)	large-subject-throughput	plain	same program	oniguruma_6.9.10_default-caps-simdna	measured	pinned	7	ratio_vs_best	14.309188	3	1.0000	0	0		
baseline_yes	wild-semdiv-empty-alt-repeat-pcre2	(set)	short-subject-search			pcrec_8d716693_auto-caps-simdna				baseline_identity	row-best-fallback					pcrec_8d716693_auto-caps-simdna (row-best fallback -- interp absent from this group)	
rank_yes	wild-semdiv-empty-alt-repeat-pcre2	(set)	short-subject-search	plain	same program	pcrec_8d716693_auto-caps-simdna	measured	pinned	1	median_ns	2880.862035	75	1.0000	0	0		unchanged (within spread)
rank_yes	wild-semdiv-empty-alt-repeat-pcre2	(set)	short-subject-search	plain	same program	pcrec_8d716693_auto-caps-simdna	measured	pinned	1	min_ns	2874.638102	75	1.0000	0	0		unchanged (within spread)
rank_yes	wild-semdiv-empty-alt-repeat-pcre2	(set)	short-subject-search	plain	same program	pcrec_8d716693_auto-caps-simdna	measured	pinned	1	max_ns	2889.295591	75	1.0000	0	0		unchanged (within spread)
rank_yes	wild-semdiv-empty-alt-repeat-pcre2	(set)	short-subject-search	plain	same program	pcrec_8d716693_auto-caps-simdna	measured	pinned	1	stddev_ns	5.057513	75	1.0000	0	0		unchanged (within spread)
rank_yes	wild-semdiv-empty-alt-repeat-pcre2	(set)	short-subject-search	plain	same program	pcrec_8d716693_auto-caps-simdna	measured	pinned	1	ratio_vs_baseline	1.000000	75	1.0000	0	0		unchanged (within spread)
rank_yes	wild-semdiv-empty-alt-repeat-pcre2	(set)	short-subject-search	plain	same program	pcrec_8d716693_auto-caps-simdna	measured	pinned	1	ratio_vs_best	1.000000	75	1.0000	0	0		unchanged (within spread)
rank_yes	wild-semdiv-empty-alt-repeat-pcre2	(set)	short-subject-search	plain	same program	pcrec_25b1984f_auto-caps-simdna	measured	pinned	2	median_ns	2893.661203	75	1.0000	0	0		
rank_yes	wild-semdiv-empty-alt-repeat-pcre2	(set)	short-subject-search	plain	same program	pcrec_25b1984f_auto-caps-simdna	measured	pinned	2	min_ns	2879.744953	75	1.0000	0	0		
rank_yes	wild-semdiv-empty-alt-repeat-pcre2	(set)	short-subject-search	plain	same program	pcrec_25b1984f_auto-caps-simdna	measured	pinned	2	max_ns	2912.429435	75	1.0000	0	0		
rank_yes	wild-semdiv-empty-alt-repeat-pcre2	(set)	short-subject-search	plain	same program	pcrec_25b1984f_auto-caps-simdna	measured	pinned	2	stddev_ns	12.452541	75	1.0000	0	0		
rank_yes	wild-semdiv-empty-alt-repeat-pcre2	(set)	short-subject-search	plain	same program	pcrec_25b1984f_auto-caps-simdna	measured	pinned	2	ratio_vs_baseline	1.004443	75	1.0000	0	0		
rank_yes	wild-semdiv-empty-alt-repeat-pcre2	(set)	short-subject-search	plain	same program	pcrec_25b1984f_auto-caps-simdna	measured	pinned	2	ratio_vs_best	1.004443	75	1.0000	0	0		
rank_yes	wild-semdiv-empty-alt-repeat-pcre2	(set)	short-subject-search	plain	same program	oniguruma_6.9.10_default-caps-simdna	measured	pinned	3	median_ns	17243.344430	75	1.0000	0	0		
rank_yes	wild-semdiv-empty-alt-repeat-pcre2	(set)	short-subject-search	plain	same program	oniguruma_6.9.10_default-caps-simdna	measured	pinned	3	min_ns	17104.265626	75	1.0000	0	0		
rank_yes	wild-semdiv-empty-alt-repeat-pcre2	(set)	short-subject-search	plain	same program	oniguruma_6.9.10_default-caps-simdna	measured	pinned	3	max_ns	18397.371617	75	1.0000	0	0		
rank_yes	wild-semdiv-empty-alt-repeat-pcre2	(set)	short-subject-search	plain	same program	oniguruma_6.9.10_default-caps-simdna	measured	pinned	3	stddev_ns	496.617723	75	1.0000	0	0		
rank_yes	wild-semdiv-empty-alt-repeat-pcre2	(set)	short-subject-search	plain	same program	oniguruma_6.9.10_default-caps-simdna	measured	pinned	3	ratio_vs_baseline	5.985481	75	1.0000	0	0		
rank_yes	wild-semdiv-empty-alt-repeat-pcre2	(set)	short-subject-search	plain	same program	oniguruma_6.9.10_default-caps-simdna	measured	pinned	3	ratio_vs_best	5.985481	75	1.0000	0	0		
rank_yes	wild-semdiv-empty-alt-repeat-pcre2	(set)	short-subject-search	plain	same program	pcrec_25b1984f_vm-in-caps-simdna	measured	pinned	4	median_ns	101861.963873	75	1.0000	0	0		
rank_yes	wild-semdiv-empty-alt-repeat-pcre2	(set)	short-subject-search	plain	same program	pcrec_25b1984f_vm-in-caps-simdna	measured	pinned	4	min_ns	101775.335999	75	1.0000	0	0		
rank_yes	wild-semdiv-empty-alt-repeat-pcre2	(set)	short-subject-search	plain	same program	pcrec_25b1984f_vm-in-caps-simdna	measured	pinned	4	max_ns	102424.088960	75	1.0000	0	0		
rank_yes	wild-semdiv-empty-alt-repeat-pcre2	(set)	short-subject-search	plain	same program	pcrec_25b1984f_vm-in-caps-simdna	measured	pinned	4	stddev_ns	234.902423	75	1.0000	0	0		
rank_yes	wild-semdiv-empty-alt-repeat-pcre2	(set)	short-subject-search	plain	same program	pcrec_25b1984f_vm-in-caps-simdna	measured	pinned	4	ratio_vs_baseline	35.358154	75	1.0000	0	0		
rank_yes	wild-semdiv-empty-alt-repeat-pcre2	(set)	short-subject-search	plain	same program	pcrec_25b1984f_vm-in-caps-simdna	measured	pinned	4	ratio_vs_best	35.358154	75	1.0000	0	0		
rank_yes	wild-semdiv-empty-alt-repeat-pcre2	(set)	short-subject-search	plain	same program	pcrec_8d716693_vm-in-caps-simdna	measured	pinned	5	median_ns	102391.588964	75	1.0000	0	0		unchanged (within spread)
rank_yes	wild-semdiv-empty-alt-repeat-pcre2	(set)	short-subject-search	plain	same program	pcrec_8d716693_vm-in-caps-simdna	measured	pinned	5	min_ns	102094.541171	75	1.0000	0	0		unchanged (within spread)
rank_yes	wild-semdiv-empty-alt-repeat-pcre2	(set)	short-subject-search	plain	same program	pcrec_8d716693_vm-in-caps-simdna	measured	pinned	5	max_ns	115455.076999	75	1.0000	0	0		unchanged (within spread)
rank_yes	wild-semdiv-empty-alt-repeat-pcre2	(set)	short-subject-search	plain	same program	pcrec_8d716693_vm-in-caps-simdna	measured	pinned	5	stddev_ns	5254.191084	75	1.0000	0	0		unchanged (within spread)
rank_yes	wild-semdiv-empty-alt-repeat-pcre2	(set)	short-subject-search	plain	same program	pcrec_8d716693_vm-in-caps-simdna	measured	pinned	5	ratio_vs_baseline	35.541997	75	1.0000	0	0		unchanged (within spread)
rank_yes	wild-semdiv-empty-alt-repeat-pcre2	(set)	short-subject-search	plain	same program	pcrec_8d716693_vm-in-caps-simdna	measured	pinned	5	ratio_vs_best	35.541997	75	1.0000	0	0		unchanged (within spread)
rank_yes	wild-semdiv-empty-alt-repeat-pcre2	(set)	short-subject-search	plain	same program	pcrec_8d716693_vm-caps-simdna	measured	pinned	6	median_ns	104020.141366	75	1.0000	0	0		unchanged (within spread)
rank_yes	wild-semdiv-empty-alt-repeat-pcre2	(set)	short-subject-search	plain	same program	pcrec_8d716693_vm-caps-simdna	measured	pinned	6	min_ns	103877.761862	75	1.0000	0	0		unchanged (within spread)
rank_yes	wild-semdiv-empty-alt-repeat-pcre2	(set)	short-subject-search	plain	same program	pcrec_8d716693_vm-caps-simdna	measured	pinned	6	max_ns	104151.775002	75	1.0000	0	0		unchanged (within spread)
rank_yes	wild-semdiv-empty-alt-repeat-pcre2	(set)	short-subject-search	plain	same program	pcrec_8d716693_vm-caps-simdna	measured	pinned	6	stddev_ns	89.377052	75	1.0000	0	0		unchanged (within spread)
rank_yes	wild-semdiv-empty-alt-repeat-pcre2	(set)	short-subject-search	plain	same program	pcrec_8d716693_vm-caps-simdna	measured	pinned	6	ratio_vs_baseline	36.107297	75	1.0000	0	0		unchanged (within spread)
rank_yes	wild-semdiv-empty-alt-repeat-pcre2	(set)	short-subject-search	plain	same program	pcrec_8d716693_vm-caps-simdna	measured	pinned	6	ratio_vs_best	36.107297	75	1.0000	0	0		unchanged (within spread)
rank_yes	wild-semdiv-empty-alt-repeat-pcre2	(set)	short-subject-search	plain	same program	pcrec_25b1984f_vm-caps-simdna	measured	pinned	7	median_ns	104063.037605	75	1.0000	0	0		
rank_yes	wild-semdiv-empty-alt-repeat-pcre2	(set)	short-subject-search	plain	same program	pcrec_25b1984f_vm-caps-simdna	measured	pinned	7	min_ns	104049.695006	75	1.0000	0	0		
rank_yes	wild-semdiv-empty-alt-repeat-pcre2	(set)	short-subject-search	plain	same program	pcrec_25b1984f_vm-caps-simdna	measured	pinned	7	max_ns	104212.578657	75	1.0000	0	0		
rank_yes	wild-semdiv-empty-alt-repeat-pcre2	(set)	short-subject-search	plain	same program	pcrec_25b1984f_vm-caps-simdna	measured	pinned	7	stddev_ns	63.600695	75	1.0000	0	0		
rank_yes	wild-semdiv-empty-alt-repeat-pcre2	(set)	short-subject-search	plain	same program	pcrec_25b1984f_vm-caps-simdna	measured	pinned	7	ratio_vs_baseline	36.122187	75	1.0000	0	0		
rank_yes	wild-semdiv-empty-alt-repeat-pcre2	(set)	short-subject-search	plain	same program	pcrec_25b1984f_vm-caps-simdna	measured	pinned	7	ratio_vs_best	36.122187	75	1.0000	0	0		
baseline_yes	wild-validator-email-owasp	(set)	large-subject-throughput			pcrec_25b1984f_auto-caps-simdna				baseline_identity	row-best-fallback					pcrec_25b1984f_auto-caps-simdna (row-best fallback -- interp absent from this group)	
rank_yes	wild-validator-email-owasp	(set)	large-subject-throughput	plain	same program	pcrec_25b1984f_auto-caps-simdna	measured	pinned	1	median_ns	40.444362	3	1.0000	0	0		
rank_yes	wild-validator-email-owasp	(set)	large-subject-throughput	plain	same program	pcrec_25b1984f_auto-caps-simdna	measured	pinned	1	min_ns	39.463480	3	1.0000	0	0		
rank_yes	wild-validator-email-owasp	(set)	large-subject-throughput	plain	same program	pcrec_25b1984f_auto-caps-simdna	measured	pinned	1	max_ns	41.609430	3	1.0000	0	0		
rank_yes	wild-validator-email-owasp	(set)	large-subject-throughput	plain	same program	pcrec_25b1984f_auto-caps-simdna	measured	pinned	1	stddev_ns	0.711724	3	1.0000	0	0		
rank_yes	wild-validator-email-owasp	(set)	large-subject-throughput	plain	same program	pcrec_25b1984f_auto-caps-simdna	measured	pinned	1	ratio_vs_baseline	1.000000	3	1.0000	0	0		
rank_yes	wild-validator-email-owasp	(set)	large-subject-throughput	plain	same program	pcrec_25b1984f_auto-caps-simdna	measured	pinned	1	ratio_vs_best	1.000000	3	1.0000	0	0		
rank_yes	wild-validator-email-owasp	(set)	large-subject-throughput	plain	same program	pcrec_8d716693_auto-caps-simdna	measured	pinned	2	median_ns	43.869766	3	1.0000	0	0		slower ×1.08
rank_yes	wild-validator-email-owasp	(set)	large-subject-throughput	plain	same program	pcrec_8d716693_auto-caps-simdna	measured	pinned	2	min_ns	41.349498	3	1.0000	0	0		slower ×1.08
rank_yes	wild-validator-email-owasp	(set)	large-subject-throughput	plain	same program	pcrec_8d716693_auto-caps-simdna	measured	pinned	2	max_ns	46.418256	3	1.0000	0	0		slower ×1.08
rank_yes	wild-validator-email-owasp	(set)	large-subject-throughput	plain	same program	pcrec_8d716693_auto-caps-simdna	measured	pinned	2	stddev_ns	1.680836	3	1.0000	0	0		slower ×1.08
rank_yes	wild-validator-email-owasp	(set)	large-subject-throughput	plain	same program	pcrec_8d716693_auto-caps-simdna	measured	pinned	2	ratio_vs_baseline	1.084694	3	1.0000	0	0		slower ×1.08
rank_yes	wild-validator-email-owasp	(set)	large-subject-throughput	plain	same program	pcrec_8d716693_auto-caps-simdna	measured	pinned	2	ratio_vs_best	1.084694	3	1.0000	0	0		slower ×1.08
rank_yes	wild-validator-email-owasp	(set)	large-subject-throughput	plain	same program	pcrec_8d716693_vm-caps-simdna	measured	pinned	3	median_ns	79.178248	3	1.0000	0	0		faster ×56517.81
rank_yes	wild-validator-email-owasp	(set)	large-subject-throughput	plain	same program	pcrec_8d716693_vm-caps-simdna	measured	pinned	3	min_ns	77.550681	3	1.0000	0	0		faster ×56517.81
rank_yes	wild-validator-email-owasp	(set)	large-subject-throughput	plain	same program	pcrec_8d716693_vm-caps-simdna	measured	pinned	3	max_ns	79.648960	3	1.0000	0	0		faster ×56517.81
rank_yes	wild-validator-email-owasp	(set)	large-subject-throughput	plain	same program	pcrec_8d716693_vm-caps-simdna	measured	pinned	3	stddev_ns	0.738727	3	1.0000	0	0		faster ×56517.81
rank_yes	wild-validator-email-owasp	(set)	large-subject-throughput	plain	same program	pcrec_8d716693_vm-caps-simdna	measured	pinned	3	ratio_vs_baseline	1.957708	3	1.0000	0	0		faster ×56517.81
rank_yes	wild-validator-email-owasp	(set)	large-subject-throughput	plain	same program	pcrec_8d716693_vm-caps-simdna	measured	pinned	3	ratio_vs_best	1.957708	3	1.0000	0	0		faster ×56517.81
rank_yes	wild-validator-email-owasp	(set)	large-subject-throughput	plain	same program	pcrec_8d716693_vm-in-caps-simdna	measured	pinned	4	median_ns	85.278384	3	1.0000	0	0		faster ×52464.14
rank_yes	wild-validator-email-owasp	(set)	large-subject-throughput	plain	same program	pcrec_8d716693_vm-in-caps-simdna	measured	pinned	4	min_ns	84.429039	3	1.0000	0	0		faster ×52464.14
rank_yes	wild-validator-email-owasp	(set)	large-subject-throughput	plain	same program	pcrec_8d716693_vm-in-caps-simdna	measured	pinned	4	max_ns	132.701381	3	1.0000	0	0		faster ×52464.14
