# reporter: v24 (2026-09-26); filters: subbench=email-specimen, version=0.1; source: store/index.tsv (14 record(s) matching this query); records: 9; excluded_invalid: 0; superseded: 5; newer_not_measured: 0; subbench_versions: email-specimen@0.1; machines: budu-ryzen1600; schema_versions: 1.1,1.2; grain: subject; single_subject_regimes: ; include_unmeasured: False; include_scratch: False; all_records: False; x13_rules: v1.1-1.3 X13 (both samples quiet) on 9; mixed_x13: False; include_provenance: False; worst_other_core_busy: n/a; floor_pattern: none; null_band: set grain only (not computed at subject grain)
section	pattern	subject_or_na	regime_or_na	form	fact	testee	status	tier	rank_or_na	metric	value	n	pass_rate	n_gave_up	n_wrong	gave_up_summary	delta_verdict	capture_class
rank	factored	s-037	match-compliance	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	9	median_ns	843.016692	5	1.0000	0	0			yes
baseline	factored	s-037	short-subject-search			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	factored	s-037	short-subject-search	plain	same program	pcrec_692c2e8_auto-nocaps-simdna	measured	pinned	1	median_ns	35.026838	5	1.0000	0	0			no
rank	factored	s-037	short-subject-search	plain	same program	pcrec_692c2e8_auto-caps-simdna	measured	pinned	2	median_ns	36.288804	5	1.0000	0	0			yes
rank	factored	s-037	short-subject-search	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	3	median_ns	287.044385	5	1.0000	0	0			yes
rank	factored	s-037	short-subject-search	plain	same program	pcrec_692c2e8_vm-in-caps-simdna	measured	pinned	4	median_ns	1226.710730	5	1.0000	0	0			yes
rank	factored	s-037	short-subject-search	plain	same program	pcrec_8da6120_vm-caps-simdna	measured	pinned	5	median_ns	1503.442911	5	1.0000	0	0			yes
rank	factored	s-037	short-subject-search	plain	same program	pcrec_8da6120_auto-caps-simdna	measured	pinned	6	median_ns	1510.723268	5	1.0000	0	0			yes
rank	factored	s-037	short-subject-search	plain	same program	pcrec_692c2e8_vm-caps-simdna	measured	pinned	7	median_ns	1514.422827	5	1.0000	0	0			yes
rank	factored	s-037	short-subject-search	plain	same program	pcrec_8da6120_auto-nocaps-simdna	measured	pinned	8	median_ns	1524.454770	5	1.0000	0	0			no
rank	factored	s-037	short-subject-search	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	9	median_ns	2921.200297	5	1.0000	0	0			yes
baseline	factored	s-038	match-compliance			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	factored	s-038	match-compliance	whole-subject	separate artifact	pcrec_692c2e8_auto-nocaps-simdna	measured	pinned	1	median_ns	53.369385	5	1.0000	0	0			no
rank	factored	s-038	match-compliance	whole-subject	separate artifact	pcrec_692c2e8_auto-caps-simdna	measured	pinned	2	median_ns	54.736282	5	1.0000	0	0			yes
rank	factored	s-038	match-compliance	whole-subject	separate artifact	pcrec_692c2e8_vm-in-caps-simdna	measured	pinned	3	median_ns	473.098205	5	1.0000	0	0			yes
rank	factored	s-038	match-compliance	whole-subject	separate artifact	pcrec_8da6120_auto-nocaps-simdna	measured	pinned	4	median_ns	645.731759	5	1.0000	0	0			no
rank	factored	s-038	match-compliance	whole-subject	separate artifact	pcrec_8da6120_vm-caps-simdna	measured	pinned	5	median_ns	676.836062	5	1.0000	0	0			yes
rank	factored	s-038	match-compliance	whole-subject	separate artifact	pcrec_8da6120_auto-caps-simdna	measured	pinned	6	median_ns	697.945428	5	1.0000	0	0			yes
rank	factored	s-038	match-compliance	whole-subject	separate artifact	pcrec_692c2e8_vm-caps-simdna	measured	pinned	7	median_ns	698.628391	5	1.0000	0	0			yes
rank	factored	s-038	match-compliance	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	8	median_ns	998.724543	5	1.0000	0	0			yes
rank	factored	s-038	match-compliance	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	9	median_ns	999.784881	5	1.0000	0	0			yes
baseline	factored	s-038	short-subject-search			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	factored	s-038	short-subject-search	plain	same program	pcrec_692c2e8_auto-nocaps-simdna	measured	pinned	1	median_ns	47.831306	5	1.0000	0	0			no
rank	factored	s-038	short-subject-search	plain	same program	pcrec_692c2e8_auto-caps-simdna	measured	pinned	2	median_ns	48.293706	5	1.0000	0	0			yes
rank	factored	s-038	short-subject-search	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	3	median_ns	569.892873	5	1.0000	0	0			yes
rank	factored	s-038	short-subject-search	plain	same program	pcrec_8da6120_auto-caps-simdna	measured	pinned	4	median_ns	2453.579805	5	1.0000	0	0			yes
rank	factored	s-038	short-subject-search	plain	same program	pcrec_8da6120_auto-nocaps-simdna	measured	pinned	5	median_ns	2501.852305	5	1.0000	0	0			no
rank	factored	s-038	short-subject-search	plain	same program	pcrec_8da6120_vm-caps-simdna	measured	pinned	6	median_ns	2507.448683	5	1.0000	0	0			yes
rank	factored	s-038	short-subject-search	plain	same program	pcrec_692c2e8_vm-in-caps-simdna	measured	pinned	7	median_ns	2869.100319	5	1.0000	0	0			yes
rank	factored	s-038	short-subject-search	plain	same program	pcrec_692c2e8_vm-caps-simdna	measured	pinned	8	median_ns	3089.515440	5	1.0000	0	0			yes
rank	factored	s-038	short-subject-search	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	9	median_ns	3592.234827	5	1.0000	0	0			yes
baseline	factored	s-039	match-compliance			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	factored	s-039	match-compliance	whole-subject	separate artifact	pcrec_692c2e8_vm-in-caps-simdna	measured	pinned	1	median_ns	107.979272	5	1.0000	0	0			yes
rank	factored	s-039	match-compliance	whole-subject	separate artifact	pcrec_692c2e8_auto-nocaps-simdna	measured	pinned	2	median_ns	110.670248	5	1.0000	0	0			no
rank	factored	s-039	match-compliance	whole-subject	separate artifact	pcrec_692c2e8_auto-caps-simdna	measured	pinned	3	median_ns	112.334286	5	1.0000	0	0			yes
rank	factored	s-039	match-compliance	whole-subject	separate artifact	pcrec_692c2e8_vm-caps-simdna	measured	pinned	4	median_ns	325.808744	5	1.0000	0	0			yes
rank	factored	s-039	match-compliance	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	5	median_ns	376.187710	5	1.0000	0	0			yes
rank	factored	s-039	match-compliance	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	6	median_ns	381.930845	5	1.0000	0	0			yes
rank	factored	s-039	match-compliance	whole-subject	separate artifact	pcrec_8da6120_vm-caps-simdna	measured	pinned	7	median_ns	473.613940	5	1.0000	0	0			yes
rank	factored	s-039	match-compliance	whole-subject	separate artifact	pcrec_8da6120_auto-caps-simdna	measured	pinned	8	median_ns	480.664100	5	1.0000	0	0			yes
rank	factored	s-039	match-compliance	whole-subject	separate artifact	pcrec_8da6120_auto-nocaps-simdna	measured	pinned	9	median_ns	499.981318	5	1.0000	0	0			no
baseline	factored	s-039	short-subject-search			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	factored	s-039	short-subject-search	plain	same program	pcrec_692c2e8_auto-nocaps-simdna	measured	pinned	1	median_ns	105.821023	5	1.0000	0	0			no
rank	factored	s-039	short-subject-search	plain	same program	pcrec_692c2e8_auto-caps-simdna	measured	pinned	2	median_ns	109.241938	5	1.0000	0	0			yes
rank	factored	s-039	short-subject-search	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	3	median_ns	211.849420	5	1.0000	0	0			yes
rank	factored	s-039	short-subject-search	plain	same program	pcrec_692c2e8_vm-in-caps-simdna	measured	pinned	4	median_ns	305.241929	5	1.0000	0	0			yes
rank	factored	s-039	short-subject-search	plain	same program	pcrec_692c2e8_vm-caps-simdna	measured	pinned	5	median_ns	496.486658	5	1.0000	0	0			yes
rank	factored	s-039	short-subject-search	plain	same program	pcrec_8da6120_vm-caps-simdna	measured	pinned	6	median_ns	698.689721	5	1.0000	0	0			yes
rank	factored	s-039	short-subject-search	plain	same program	pcrec_8da6120_auto-caps-simdna	measured	pinned	7	median_ns	706.430130	5	1.0000	0	0			yes
rank	factored	s-039	short-subject-search	plain	same program	pcrec_8da6120_auto-nocaps-simdna	measured	pinned	8	median_ns	748.117537	5	1.0000	0	0			no
rank	factored	s-039	short-subject-search	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	9	median_ns	1547.683150	5	1.0000	0	0			yes
baseline	factored	s-040	match-compliance			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	factored	s-040	match-compliance	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	1	median_ns	33.183793	5	1.0000	0	0			yes
rank	factored	s-040	match-compliance	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	2	median_ns	34.609613	5	1.0000	0	0			yes
rank	factored	s-040	match-compliance	whole-subject	separate artifact	pcrec_692c2e8_auto-nocaps-simdna	measured	pinned	3	median_ns	46.956111	5	1.0000	0	0			no
rank	factored	s-040	match-compliance	whole-subject	separate artifact	pcrec_692c2e8_auto-caps-simdna	measured	pinned	4	median_ns	48.526727	5	1.0000	0	0			yes
rank	factored	s-040	match-compliance	whole-subject	separate artifact	pcrec_692c2e8_vm-in-caps-simdna	measured	pinned	5	median_ns	262.764382	5	1.0000	0	0			yes
rank	factored	s-040	match-compliance	whole-subject	separate artifact	pcrec_692c2e8_vm-caps-simdna	measured	pinned	6	median_ns	482.667261	5	1.0000	0	0			yes
rank	factored	s-040	match-compliance	whole-subject	separate artifact	pcrec_8da6120_vm-caps-simdna	measured	pinned	7	median_ns	644.348652	5	1.0000	0	0			yes
rank	factored	s-040	match-compliance	whole-subject	separate artifact	pcrec_8da6120_auto-caps-simdna	measured	pinned	8	median_ns	668.451719	5	1.0000	0	0			yes
rank	factored	s-040	match-compliance	whole-subject	separate artifact	pcrec_8da6120_auto-nocaps-simdna	measured	pinned	9	median_ns	707.097310	5	1.0000	0	0			no
baseline	factored	s-040	short-subject-search			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	factored	s-040	short-subject-search	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	1	median_ns	34.225116	5	1.0000	0	0			yes
rank	factored	s-040	short-subject-search	plain	same program	pcrec_692c2e8_auto-nocaps-simdna	measured	pinned	2	median_ns	40.593281	5	1.0000	0	0			no
rank	factored	s-040	short-subject-search	plain	same program	pcrec_692c2e8_auto-caps-simdna	measured	pinned	3	median_ns	41.037214	5	1.0000	0	0			yes
rank	factored	s-040	short-subject-search	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	4	median_ns	44.346484	5	1.0000	0	0			yes
rank	factored	s-040	short-subject-search	plain	same program	pcrec_692c2e8_vm-in-caps-simdna	measured	pinned	5	median_ns	1827.067797	5	1.0000	0	0			yes
rank	factored	s-040	short-subject-search	plain	same program	pcrec_692c2e8_vm-caps-simdna	measured	pinned	6	median_ns	1965.607135	5	1.0000	0	0			yes
rank	factored	s-040	short-subject-search	plain	same program	pcrec_8da6120_vm-caps-simdna	measured	pinned	7	median_ns	2193.640253	5	1.0000	0	0			yes
rank	factored	s-040	short-subject-search	plain	same program	pcrec_8da6120_auto-caps-simdna	measured	pinned	8	median_ns	2214.373738	5	1.0000	0	0			yes
rank	factored	s-040	short-subject-search	plain	same program	pcrec_8da6120_auto-nocaps-simdna	measured	pinned	9	median_ns	2224.416033	5	1.0000	0	0			no
baseline	factored	s-041	match-compliance			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	factored	s-041	match-compliance	whole-subject	separate artifact	pcrec_692c2e8_auto-nocaps-simdna	measured	pinned	1	median_ns	34.484267	5	1.0000	0	0			no
rank	factored	s-041	match-compliance	whole-subject	separate artifact	pcrec_692c2e8_auto-caps-simdna	measured	pinned	2	median_ns	35.743947	5	1.0000	0	0			yes
rank	factored	s-041	match-compliance	whole-subject	separate artifact	pcrec_692c2e8_vm-in-caps-simdna	measured	pinned	3	median_ns	54.824364	5	1.0000	0	0			yes
rank	factored	s-041	match-compliance	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	4	median_ns	162.682861	5	1.0000	0	0			yes
rank	factored	s-041	match-compliance	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	5	median_ns	164.306300	5	1.0000	0	0			yes
rank	factored	s-041	match-compliance	whole-subject	separate artifact	pcrec_692c2e8_vm-caps-simdna	measured	pinned	6	median_ns	277.738586	5	1.0000	0	0			yes
rank	factored	s-041	match-compliance	whole-subject	separate artifact	pcrec_8da6120_auto-caps-simdna	measured	pinned	7	median_ns	418.120428	5	1.0000	0	0			yes
rank	factored	s-041	match-compliance	whole-subject	separate artifact	pcrec_8da6120_auto-nocaps-simdna	measured	pinned	8	median_ns	428.828728	5	1.0000	0	0			no
rank	factored	s-041	match-compliance	whole-subject	separate artifact	pcrec_8da6120_vm-caps-simdna	measured	pinned	9	median_ns	429.551087	5	1.0000	0	0			yes
baseline	factored	s-041	short-subject-search			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	factored	s-041	short-subject-search	plain	same program	pcrec_692c2e8_auto-nocaps-simdna	measured	pinned	1	median_ns	29.767586	5	1.0000	0	0			no
rank	factored	s-041	short-subject-search	plain	same program	pcrec_692c2e8_auto-caps-simdna	measured	pinned	2	median_ns	29.940654	5	1.0000	0	0			yes
rank	factored	s-041	short-subject-search	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	3	median_ns	54.810794	5	1.0000	0	0			yes
rank	factored	s-041	short-subject-search	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	4	median_ns	179.667452	5	1.0000	0	0			yes
rank	factored	s-041	short-subject-search	plain	same program	pcrec_692c2e8_vm-in-caps-simdna	measured	pinned	5	median_ns	949.646711	5	1.0000	0	0			yes
rank	factored	s-041	short-subject-search	plain	same program	pcrec_692c2e8_vm-caps-simdna	measured	pinned	6	median_ns	1183.840969	5	1.0000	0	0			yes
rank	factored	s-041	short-subject-search	plain	same program	pcrec_8da6120_auto-nocaps-simdna	measured	pinned	7	median_ns	1342.856699	5	1.0000	0	0			no
rank	factored	s-041	short-subject-search	plain	same program	pcrec_8da6120_vm-caps-simdna	measured	pinned	8	median_ns	1359.564645	5	1.0000	0	0			yes
rank	factored	s-041	short-subject-search	plain	same program	pcrec_8da6120_auto-caps-simdna	measured	pinned	9	median_ns	1371.745356	5	1.0000	0	0			yes
baseline	factored	s-042	match-compliance			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	factored	s-042	match-compliance	whole-subject	separate artifact	pcrec_692c2e8_auto-nocaps-simdna	measured	pinned	1	median_ns	17.667849	5	1.0000	0	0			no
rank	factored	s-042	match-compliance	whole-subject	separate artifact	pcrec_692c2e8_auto-caps-simdna	measured	pinned	2	median_ns	18.658439	5	1.0000	0	0			yes
rank	factored	s-042	match-compliance	whole-subject	separate artifact	pcrec_692c2e8_vm-in-caps-simdna	measured	pinned	3	median_ns	82.855639	5	1.0000	0	0			yes
rank	factored	s-042	match-compliance	whole-subject	separate artifact	pcrec_692c2e8_vm-caps-simdna	measured	pinned	4	median_ns	291.539261	5	1.0000	0	0			yes
rank	factored	s-042	match-compliance	whole-subject	separate artifact	pcrec_8da6120_auto-caps-simdna	measured	pinned	5	median_ns	504.301707	5	1.0000	0	0			yes
rank	factored	s-042	match-compliance	whole-subject	separate artifact	pcrec_8da6120_vm-caps-simdna	measured	pinned	6	median_ns	517.413584	5	1.0000	0	0			yes
rank	factored	s-042	match-compliance	whole-subject	separate artifact	pcrec_8da6120_auto-nocaps-simdna	measured	pinned	7	median_ns	530.128628	5	1.0000	0	0			no
rank	factored	s-042	match-compliance	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	8	median_ns	611.214472	5	1.0000	0	0			yes
rank	factored	s-042	match-compliance	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	9	median_ns	612.396267	5	1.0000	0	0			yes
baseline	factored	s-042	short-subject-search			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	factored	s-042	short-subject-search	plain	same program	pcrec_692c2e8_auto-caps-simdna	measured	pinned	1	median_ns	12.917632	5	1.0000	0	0			yes
rank	factored	s-042	short-subject-search	plain	same program	pcrec_692c2e8_auto-nocaps-simdna	measured	pinned	2	median_ns	13.005940	5	1.0000	0	0			no
rank	factored	s-042	short-subject-search	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	3	median_ns	84.015621	5	1.0000	0	0			yes
rank	factored	s-042	short-subject-search	plain	same program	pcrec_692c2e8_vm-in-caps-simdna	measured	pinned	4	median_ns	176.459792	5	1.0000	0	0			yes
rank	factored	s-042	short-subject-search	plain	same program	pcrec_692c2e8_vm-caps-simdna	measured	pinned	5	median_ns	370.144780	5	1.0000	0	0			yes
rank	factored	s-042	short-subject-search	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	6	median_ns	620.512810	5	1.0000	0	0			yes
rank	factored	s-042	short-subject-search	plain	same program	pcrec_8da6120_vm-caps-simdna	measured	pinned	7	median_ns	712.869403	5	1.0000	0	0			yes
rank	factored	s-042	short-subject-search	plain	same program	pcrec_8da6120_auto-caps-simdna	measured	pinned	8	median_ns	737.345783	5	1.0000	0	0			yes
rank	factored	s-042	short-subject-search	plain	same program	pcrec_8da6120_auto-nocaps-simdna	measured	pinned	9	median_ns	740.521910	5	1.0000	0	0			no
baseline	factored	s-043	match-compliance			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	factored	s-043	match-compliance	whole-subject	separate artifact	pcrec_692c2e8_auto-nocaps-simdna	measured	pinned	1	median_ns	130.414586	5	1.0000	0	0			no
rank	factored	s-043	match-compliance	whole-subject	separate artifact	pcrec_692c2e8_auto-caps-simdna	measured	pinned	2	median_ns	132.467403	5	1.0000	0	0			yes
rank	factored	s-043	match-compliance	whole-subject	separate artifact	pcrec_692c2e8_vm-in-caps-simdna	measured	pinned	3	median_ns	151.575333	5	1.0000	0	0			yes
rank	factored	s-043	match-compliance	whole-subject	separate artifact	pcrec_692c2e8_vm-caps-simdna	measured	pinned	4	median_ns	379.768502	5	1.0000	0	0			yes
rank	factored	s-043	match-compliance	whole-subject	separate artifact	pcrec_8da6120_auto-caps-simdna	measured	pinned	5	median_ns	522.154498	5	1.0000	0	0			yes
rank	factored	s-043	match-compliance	whole-subject	separate artifact	pcrec_8da6120_auto-nocaps-simdna	measured	pinned	6	median_ns	562.015666	5	1.0000	0	0			no
rank	factored	s-043	match-compliance	whole-subject	separate artifact	pcrec_8da6120_vm-caps-simdna	measured	pinned	7	median_ns	571.140540	5	1.0000	0	0			yes
rank	factored	s-043	match-compliance	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	8	median_ns	574.557162	5	1.0000	0	0			yes
rank	factored	s-043	match-compliance	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	9	median_ns	576.334391	5	1.0000	0	0			yes
baseline	factored	s-043	short-subject-search			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	factored	s-043	short-subject-search	plain	same program	pcrec_692c2e8_auto-nocaps-simdna	measured	pinned	1	median_ns	124.737407	5	1.0000	0	0			no
rank	factored	s-043	short-subject-search	plain	same program	pcrec_692c2e8_auto-caps-simdna	measured	pinned	2	median_ns	128.391082	5	1.0000	0	0			yes
rank	factored	s-043	short-subject-search	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	3	median_ns	290.067771	5	1.0000	0	0			yes
rank	factored	s-043	short-subject-search	plain	same program	pcrec_692c2e8_vm-in-caps-simdna	measured	pinned	4	median_ns	722.578434	5	1.0000	0	0			yes
rank	factored	s-043	short-subject-search	plain	same program	pcrec_692c2e8_vm-caps-simdna	measured	pinned	5	median_ns	954.971021	5	1.0000	0	0			yes
rank	factored	s-043	short-subject-search	plain	same program	pcrec_8da6120_vm-caps-simdna	measured	pinned	6	median_ns	998.849721	5	1.0000	0	0			yes
rank	factored	s-043	short-subject-search	plain	same program	pcrec_8da6120_auto-nocaps-simdna	measured	pinned	7	median_ns	1001.704390	5	1.0000	0	0			no
rank	factored	s-043	short-subject-search	plain	same program	pcrec_8da6120_auto-caps-simdna	measured	pinned	8	median_ns	1012.305119	5	1.0000	0	0			yes
rank	factored	s-043	short-subject-search	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	9	median_ns	2799.526740	5	1.0000	0	0			yes
baseline	factored	s-044	match-compliance			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	factored	s-044	match-compliance	whole-subject	separate artifact	pcrec_692c2e8_vm-in-caps-simdna	measured	pinned	1	median_ns	54.647124	5	1.0000	0	0			yes
rank	factored	s-044	match-compliance	whole-subject	separate artifact	pcrec_692c2e8_auto-nocaps-simdna	measured	pinned	2	median_ns	112.238345	5	1.0000	0	0			no
rank	factored	s-044	match-compliance	whole-subject	separate artifact	pcrec_692c2e8_auto-caps-simdna	measured	pinned	3	median_ns	113.483701	5	1.0000	0	0			yes
rank	factored	s-044	match-compliance	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	4	median_ns	161.897527	5	1.0000	0	0			yes
rank	factored	s-044	match-compliance	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	5	median_ns	164.497576	5	1.0000	0	0			yes
rank	factored	s-044	match-compliance	whole-subject	separate artifact	pcrec_692c2e8_vm-caps-simdna	measured	pinned	6	median_ns	286.978230	5	1.0000	0	0			yes
rank	factored	s-044	match-compliance	whole-subject	separate artifact	pcrec_8da6120_vm-caps-simdna	measured	pinned	7	median_ns	419.587967	5	1.0000	0	0			yes
rank	factored	s-044	match-compliance	whole-subject	separate artifact	pcrec_8da6120_auto-nocaps-simdna	measured	pinned	8	median_ns	424.524720	5	1.0000	0	0			no
rank	factored	s-044	match-compliance	whole-subject	separate artifact	pcrec_8da6120_auto-caps-simdna	measured	pinned	9	median_ns	428.056747	5	1.0000	0	0			yes
baseline	factored	s-044	short-subject-search			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	factored	s-044	short-subject-search	plain	same program	pcrec_692c2e8_auto-nocaps-simdna	measured	pinned	1	median_ns	107.366314	5	1.0000	0	0			no
rank	factored	s-044	short-subject-search	plain	same program	pcrec_692c2e8_auto-caps-simdna	measured	pinned	2	median_ns	110.584385	5	1.0000	0	0			yes
rank	factored	s-044	short-subject-search	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	3	median_ns	160.102748	5	1.0000	0	0			yes
rank	factored	s-044	short-subject-search	plain	same program	pcrec_692c2e8_vm-in-caps-simdna	measured	pinned	4	median_ns	172.204656	5	1.0000	0	0			yes
rank	factored	s-044	short-subject-search	plain	same program	pcrec_692c2e8_vm-caps-simdna	measured	pinned	5	median_ns	385.353037	5	1.0000	0	0			yes
rank	factored	s-044	short-subject-search	plain	same program	pcrec_8da6120_vm-caps-simdna	measured	pinned	6	median_ns	532.952804	5	1.0000	0	0			yes
rank	factored	s-044	short-subject-search	plain	same program	pcrec_8da6120_auto-nocaps-simdna	measured	pinned	7	median_ns	549.471292	5	1.0000	0	0			no
rank	factored	s-044	short-subject-search	plain	same program	pcrec_8da6120_auto-caps-simdna	measured	pinned	8	median_ns	568.558740	5	1.0000	0	0			yes
rank	factored	s-044	short-subject-search	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	9	median_ns	1023.218988	5	1.0000	0	0			yes
baseline	factored	s-045	match-compliance			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	factored	s-045	match-compliance	whole-subject	separate artifact	pcrec_692c2e8_auto-nocaps-simdna	measured	pinned	1	median_ns	49.901277	5	1.0000	0	0			no
rank	factored	s-045	match-compliance	whole-subject	separate artifact	pcrec_692c2e8_auto-caps-simdna	measured	pinned	2	median_ns	52.059632	5	1.0000	0	0			yes
rank	factored	s-045	match-compliance	whole-subject	separate artifact	pcrec_692c2e8_vm-in-caps-simdna	measured	pinned	3	median_ns	150.939903	5	1.0000	0	0			yes
rank	factored	s-045	match-compliance	whole-subject	separate artifact	pcrec_692c2e8_vm-caps-simdna	measured	pinned	4	median_ns	368.136967	5	1.0000	0	0			yes
rank	factored	s-045	match-compliance	whole-subject	separate artifact	pcrec_8da6120_vm-caps-simdna	measured	pinned	5	median_ns	530.622306	5	1.0000	0	0			yes
rank	factored	s-045	match-compliance	whole-subject	separate artifact	pcrec_8da6120_auto-nocaps-simdna	measured	pinned	6	median_ns	542.511183	5	1.0000	0	0			no
rank	factored	s-045	match-compliance	whole-subject	separate artifact	pcrec_8da6120_auto-caps-simdna	measured	pinned	7	median_ns	565.835298	5	1.0000	0	0			yes
rank	factored	s-045	match-compliance	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	8	median_ns	575.574708	5	1.0000	0	0			yes
rank	factored	s-045	match-compliance	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	9	median_ns	577.991608	5	1.0000	0	0			yes
baseline	factored	s-045	short-subject-search			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	factored	s-045	short-subject-search	plain	same program	pcrec_692c2e8_auto-nocaps-simdna	measured	pinned	1	median_ns	44.066312	5	1.0000	0	0			no
rank	factored	s-045	short-subject-search	plain	same program	pcrec_692c2e8_auto-caps-simdna	measured	pinned	2	median_ns	44.520198	5	1.0000	0	0			yes
rank	factored	s-045	short-subject-search	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	3	median_ns	197.484162	5	1.0000	0	0			yes
rank	factored	s-045	short-subject-search	plain	same program	pcrec_692c2e8_vm-in-caps-simdna	measured	pinned	4	median_ns	1404.963899	5	1.0000	0	0			yes
rank	factored	s-045	short-subject-search	plain	same program	pcrec_692c2e8_vm-caps-simdna	measured	pinned	5	median_ns	1596.608129	5	1.0000	0	0			yes
rank	factored	s-045	short-subject-search	plain	same program	pcrec_8da6120_auto-nocaps-simdna	measured	pinned	6	median_ns	1804.586528	5	1.0000	0	0			no
rank	factored	s-045	short-subject-search	plain	same program	pcrec_8da6120_auto-caps-simdna	measured	pinned	7	median_ns	1819.928287	5	1.0000	0	0			yes
rank	factored	s-045	short-subject-search	plain	same program	pcrec_8da6120_vm-caps-simdna	measured	pinned	8	median_ns	1823.684014	5	1.0000	0	0			yes
rank	factored	s-045	short-subject-search	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	9	median_ns	1989.727508	5	1.0000	0	0			yes
baseline	factored	s-046	match-compliance			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	factored	s-046	match-compliance	whole-subject	separate artifact	pcrec_692c2e8_auto-nocaps-simdna	measured	pinned	1	median_ns	36.926489	5	1.0000	0	0			no
