# reporter: v24 (2026-09-26); filters: subbench=syntax, version=0.1, until=2026-09-21T14:30:16Z, testee=libpcre2_10.46_interp-caps-simdna, testee=libpcre2_10.46_jit-caps-simdna, testee=pcrec_25b1984f_auto-caps-simdna, testee=pcrec_25b1984f_auto-nocaps-simdna, testee=pcrec_25b1984f_vm-caps-simdna, testee=pcrec_25b1984f_vm-in-caps-simdna, testee=rust_1.13.1_default-caps-simdna; source: store/index.tsv (7 record(s) matching this query); records: 7; excluded_invalid: 0; superseded: 0; newer_not_measured: 0; subbench_versions: syntax@0.1; machines: budu-ryzen1600; schema_versions: 1.5,1.6; grain: subject; single_subject_regimes: ; include_unmeasured: False; include_scratch: False; all_records: False; x13_rules: v1.4 X13 (pre-flight + trial agreement) on 7; mixed_x13: False; include_provenance: False; worst_other_core_busy: 64.93% (pcrec_25b1984f_vm-caps-simdna / esc-tab / large-subject-throughput); floor_pattern: floor
section	pattern	subject_or_na	regime_or_na	form	fact	testee	status	tier	rank_or_na	metric	value	n	pass_rate	n_gave_up	n_wrong	gave_up_summary	delta_verdict	capture_class
rank	anc-caret	f-tag	short-subject-search	plain	same program	pcrec_25b1984f_auto-caps-simdna	measured	pinned	4	median_ns	5.611278	5	1.0000	0	0			yes
rank	anc-caret	f-tag	short-subject-search	plain	same program	rust_1.13.1_default-caps-simdna	measured	pinned	5	median_ns	22.784643	5	1.0000	0	0			no
rank	anc-caret	f-tag	short-subject-search	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	6	median_ns	29.768494	5	1.0000	0	0			yes
rank	anc-caret	f-tag	short-subject-search	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	7	median_ns	35.827297	5	1.0000	0	0			yes
baseline	anc-caret	f-time	match-compliance			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	anc-caret	f-time	match-compliance	whole-subject	separate artifact	rust_1.13.1_default-caps-simdna	measured	pinned	1	median_ns	5.633485	5	1.0000	0	0			no
rank	anc-caret	f-time	match-compliance	whole-subject	separate artifact	pcrec_25b1984f_vm-in-caps-simdna	measured	pinned	2	median_ns	5.907252	5	1.0000	0	0			yes
rank	anc-caret	f-time	match-compliance	whole-subject	separate artifact	pcrec_25b1984f_vm-caps-simdna	measured	pinned	3	median_ns	6.791671	5	1.0000	0	0			yes
rank	anc-caret	f-time	match-compliance	whole-subject	separate artifact	pcrec_25b1984f_auto-nocaps-simdna	measured	pinned	4	median_ns	9.153738	5	1.0000	0	0			no
rank	anc-caret	f-time	match-compliance	whole-subject	separate artifact	pcrec_25b1984f_auto-caps-simdna	measured	pinned	5	median_ns	9.155558	5	1.0000	0	0			yes
rank	anc-caret	f-time	match-compliance	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	6	median_ns	28.710935	5	1.0000	0	0			yes
rank	anc-caret	f-time	match-compliance	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	7	median_ns	29.164359	5	1.0000	0	0			yes
baseline	anc-caret	f-time	short-subject-search			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	anc-caret	f-time	short-subject-search	plain	same program	pcrec_25b1984f_vm-caps-simdna	measured	pinned	1	median_ns	5.022255	5	1.0000	0	0			yes
rank	anc-caret	f-time	short-subject-search	plain	same program	pcrec_25b1984f_vm-in-caps-simdna	measured	pinned	2	median_ns	5.314181	5	1.0000	0	0			yes
rank	anc-caret	f-time	short-subject-search	plain	same program	pcrec_25b1984f_auto-nocaps-simdna	measured	pinned	3	median_ns	5.609752	5	1.0000	0	0			no
rank	anc-caret	f-time	short-subject-search	plain	same program	pcrec_25b1984f_auto-caps-simdna	measured	pinned	4	median_ns	5.610453	5	1.0000	0	0			yes
rank	anc-caret	f-time	short-subject-search	plain	same program	rust_1.13.1_default-caps-simdna	measured	pinned	5	median_ns	22.796985	5	1.0000	0	0			no
rank	anc-caret	f-time	short-subject-search	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	6	median_ns	29.605466	5	1.0000	0	0			yes
rank	anc-caret	f-time	short-subject-search	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	7	median_ns	35.650956	5	1.0000	0	0			yes
baseline	anc-caret	f-year	match-compliance			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	anc-caret	f-year	match-compliance	whole-subject	separate artifact	pcrec_25b1984f_vm-in-caps-simdna	measured	pinned	1	median_ns	5.905016	5	1.0000	0	0			yes
rank	anc-caret	f-year	match-compliance	whole-subject	separate artifact	pcrec_25b1984f_vm-caps-simdna	measured	pinned	2	median_ns	6.812158	5	1.0000	0	0			yes
rank	anc-caret	f-year	match-compliance	whole-subject	separate artifact	pcrec_25b1984f_auto-nocaps-simdna	measured	pinned	3	median_ns	9.153738	5	1.0000	0	0			no
rank	anc-caret	f-year	match-compliance	whole-subject	separate artifact	pcrec_25b1984f_auto-caps-simdna	measured	pinned	4	median_ns	9.156944	5	1.0000	0	0			yes
rank	anc-caret	f-year	match-compliance	whole-subject	separate artifact	rust_1.13.1_default-caps-simdna	measured	pinned	5	median_ns	22.607352	5	1.0000	0	0			no
rank	anc-caret	f-year	match-compliance	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	6	median_ns	28.752462	5	1.0000	0	0			yes
rank	anc-caret	f-year	match-compliance	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	7	median_ns	29.309536	5	1.0000	0	0			yes
baseline	anc-caret	f-year	short-subject-search			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	anc-caret	f-year	short-subject-search	plain	same program	pcrec_25b1984f_vm-caps-simdna	measured	pinned	1	median_ns	5.019629	5	1.0000	0	0			yes
rank	anc-caret	f-year	short-subject-search	plain	same program	pcrec_25b1984f_vm-in-caps-simdna	measured	pinned	2	median_ns	5.322200	5	1.0000	0	0			yes
rank	anc-caret	f-year	short-subject-search	plain	same program	pcrec_25b1984f_auto-caps-simdna	measured	pinned	3	median_ns	5.617396	5	1.0000	0	0			yes
rank	anc-caret	f-year	short-subject-search	plain	same program	pcrec_25b1984f_auto-nocaps-simdna	measured	pinned	4	median_ns	5.621621	5	1.0000	0	0			no
rank	anc-caret	f-year	short-subject-search	plain	same program	rust_1.13.1_default-caps-simdna	measured	pinned	5	median_ns	22.784336	5	1.0000	0	0			no
rank	anc-caret	f-year	short-subject-search	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	6	median_ns	29.516247	5	1.0000	0	0			yes
rank	anc-caret	f-year	short-subject-search	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	7	median_ns	35.909696	5	1.0000	0	0			yes
baseline	anc-caret	l-case	match-compliance			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	anc-caret	l-case	match-compliance	whole-subject	separate artifact	rust_1.13.1_default-caps-simdna	measured	pinned	1	median_ns	5.626532	5	1.0000	0	0			no
rank	anc-caret	l-case	match-compliance	whole-subject	separate artifact	pcrec_25b1984f_vm-in-caps-simdna	measured	pinned	2	median_ns	5.904913	5	1.0000	0	0			yes
rank	anc-caret	l-case	match-compliance	whole-subject	separate artifact	pcrec_25b1984f_vm-caps-simdna	measured	pinned	3	median_ns	6.791713	5	1.0000	0	0			yes
rank	anc-caret	l-case	match-compliance	whole-subject	separate artifact	pcrec_25b1984f_auto-nocaps-simdna	measured	pinned	4	median_ns	9.152328	5	1.0000	0	0			no
rank	anc-caret	l-case	match-compliance	whole-subject	separate artifact	pcrec_25b1984f_auto-caps-simdna	measured	pinned	5	median_ns	9.155452	5	1.0000	0	0			yes
rank	anc-caret	l-case	match-compliance	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	6	median_ns	28.669227	5	1.0000	0	0			yes
rank	anc-caret	l-case	match-compliance	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	7	median_ns	29.147552	5	1.0000	0	0			yes
baseline	anc-caret	l-case	short-subject-search			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	anc-caret	l-case	short-subject-search	plain	same program	pcrec_25b1984f_vm-caps-simdna	measured	pinned	1	median_ns	5.094843	5	1.0000	0	0			yes
rank	anc-caret	l-case	short-subject-search	plain	same program	pcrec_25b1984f_vm-in-caps-simdna	measured	pinned	2	median_ns	5.324824	5	1.0000	0	0			yes
rank	anc-caret	l-case	short-subject-search	plain	same program	pcrec_25b1984f_auto-nocaps-simdna	measured	pinned	3	median_ns	5.612863	5	1.0000	0	0			no
rank	anc-caret	l-case	short-subject-search	plain	same program	pcrec_25b1984f_auto-caps-simdna	measured	pinned	4	median_ns	5.615900	5	1.0000	0	0			yes
rank	anc-caret	l-case	short-subject-search	plain	same program	rust_1.13.1_default-caps-simdna	measured	pinned	5	median_ns	22.815627	5	1.0000	0	0			no
rank	anc-caret	l-case	short-subject-search	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	6	median_ns	29.804847	5	1.0000	0	0			yes
rank	anc-caret	l-case	short-subject-search	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	7	median_ns	35.751635	5	1.0000	0	0			yes
baseline	anc-caret	l-crlf	match-compliance			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	anc-caret	l-crlf	match-compliance	whole-subject	separate artifact	rust_1.13.1_default-caps-simdna	measured	pinned	1	median_ns	5.715647	5	1.0000	0	0			no
rank	anc-caret	l-crlf	match-compliance	whole-subject	separate artifact	pcrec_25b1984f_vm-caps-simdna	measured	pinned	2	median_ns	6.790543	5	1.0000	0	0			yes
rank	anc-caret	l-crlf	match-compliance	whole-subject	separate artifact	pcrec_25b1984f_vm-in-caps-simdna	measured	pinned	3	median_ns	6.790967	5	1.0000	0	0			yes
rank	anc-caret	l-crlf	match-compliance	whole-subject	separate artifact	pcrec_25b1984f_auto-nocaps-simdna	measured	pinned	4	median_ns	12.401120	5	1.0000	0	0			no
rank	anc-caret	l-crlf	match-compliance	whole-subject	separate artifact	pcrec_25b1984f_auto-caps-simdna	measured	pinned	5	median_ns	12.401192	5	1.0000	0	0			yes
rank	anc-caret	l-crlf	match-compliance	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	6	median_ns	126.105772	5	1.0000	0	0			yes
rank	anc-caret	l-crlf	match-compliance	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	7	median_ns	126.115541	5	1.0000	0	0			yes
baseline	anc-caret	l-crlf	short-subject-search			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	anc-caret	l-crlf	short-subject-search	plain	same program	pcrec_25b1984f_vm-in-caps-simdna	measured	pinned	1	median_ns	8.930045	5	1.0000	0	0			yes
rank	anc-caret	l-crlf	short-subject-search	plain	same program	pcrec_25b1984f_vm-caps-simdna	measured	pinned	2	median_ns	9.447061	5	1.0000	0	0			yes
rank	anc-caret	l-crlf	short-subject-search	plain	same program	pcrec_25b1984f_auto-nocaps-simdna	measured	pinned	3	median_ns	12.108276	5	1.0000	0	0			no
rank	anc-caret	l-crlf	short-subject-search	plain	same program	pcrec_25b1984f_auto-caps-simdna	measured	pinned	4	median_ns	12.116624	5	1.0000	0	0			yes
rank	anc-caret	l-crlf	short-subject-search	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	5	median_ns	43.033997	5	1.0000	0	0			yes
rank	anc-caret	l-crlf	short-subject-search	plain	same program	rust_1.13.1_default-caps-simdna	measured	pinned	6	median_ns	130.827991	5	1.0000	0	0			no
rank	anc-caret	l-crlf	short-subject-search	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	7	median_ns	143.944594	5	1.0000	0	0			yes
baseline	anc-caret	l-dup	match-compliance			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	anc-caret	l-dup	match-compliance	whole-subject	separate artifact	rust_1.13.1_default-caps-simdna	measured	pinned	1	median_ns	5.618833	5	1.0000	0	0			no
rank	anc-caret	l-dup	match-compliance	whole-subject	separate artifact	pcrec_25b1984f_vm-in-caps-simdna	measured	pinned	2	median_ns	5.909998	5	1.0000	0	0			yes
rank	anc-caret	l-dup	match-compliance	whole-subject	separate artifact	pcrec_25b1984f_vm-caps-simdna	measured	pinned	3	median_ns	6.790257	5	1.0000	0	0			yes
rank	anc-caret	l-dup	match-compliance	whole-subject	separate artifact	pcrec_25b1984f_auto-nocaps-simdna	measured	pinned	4	median_ns	9.149579	5	1.0000	0	0			no
rank	anc-caret	l-dup	match-compliance	whole-subject	separate artifact	pcrec_25b1984f_auto-caps-simdna	measured	pinned	5	median_ns	9.156246	5	1.0000	0	0			yes
rank	anc-caret	l-dup	match-compliance	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	6	median_ns	28.729576	5	1.0000	0	0			yes
rank	anc-caret	l-dup	match-compliance	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	7	median_ns	29.115158	5	1.0000	0	0			yes
baseline	anc-caret	l-dup	short-subject-search			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	anc-caret	l-dup	short-subject-search	plain	same program	pcrec_25b1984f_vm-caps-simdna	measured	pinned	1	median_ns	5.018946	5	1.0000	0	0			yes
rank	anc-caret	l-dup	short-subject-search	plain	same program	pcrec_25b1984f_vm-in-caps-simdna	measured	pinned	2	median_ns	5.315034	5	1.0000	0	0			yes
rank	anc-caret	l-dup	short-subject-search	plain	same program	pcrec_25b1984f_auto-caps-simdna	measured	pinned	3	median_ns	5.607890	5	1.0000	0	0			yes
rank	anc-caret	l-dup	short-subject-search	plain	same program	pcrec_25b1984f_auto-nocaps-simdna	measured	pinned	4	median_ns	5.609286	5	1.0000	0	0			no
rank	anc-caret	l-dup	short-subject-search	plain	same program	rust_1.13.1_default-caps-simdna	measured	pinned	5	median_ns	22.783082	5	1.0000	0	0			no
rank	anc-caret	l-dup	short-subject-search	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	6	median_ns	29.523033	5	1.0000	0	0			yes
rank	anc-caret	l-dup	short-subject-search	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	7	median_ns	35.662832	5	1.0000	0	0			yes
baseline	anc-caret	l-kv	match-compliance			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	anc-caret	l-kv	match-compliance	whole-subject	separate artifact	rust_1.13.1_default-caps-simdna	measured	pinned	1	median_ns	5.619483	5	1.0000	0	0			no
rank	anc-caret	l-kv	match-compliance	whole-subject	separate artifact	pcrec_25b1984f_vm-in-caps-simdna	measured	pinned	2	median_ns	5.905440	5	1.0000	0	0			yes
rank	anc-caret	l-kv	match-compliance	whole-subject	separate artifact	pcrec_25b1984f_vm-caps-simdna	measured	pinned	3	median_ns	6.788196	5	1.0000	0	0			yes
rank	anc-caret	l-kv	match-compliance	whole-subject	separate artifact	pcrec_25b1984f_auto-caps-simdna	measured	pinned	4	median_ns	9.150676	5	1.0000	0	0			yes
rank	anc-caret	l-kv	match-compliance	whole-subject	separate artifact	pcrec_25b1984f_auto-nocaps-simdna	measured	pinned	5	median_ns	9.152225	5	1.0000	0	0			no
rank	anc-caret	l-kv	match-compliance	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	6	median_ns	28.887284	5	1.0000	0	0			yes
rank	anc-caret	l-kv	match-compliance	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	7	median_ns	29.390333	5	1.0000	0	0			yes
baseline	anc-caret	l-kv	short-subject-search			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	anc-caret	l-kv	short-subject-search	plain	same program	pcrec_25b1984f_vm-caps-simdna	measured	pinned	1	median_ns	5.018839	5	1.0000	0	0			yes
rank	anc-caret	l-kv	short-subject-search	plain	same program	pcrec_25b1984f_vm-in-caps-simdna	measured	pinned	2	median_ns	5.315641	5	1.0000	0	0			yes
rank	anc-caret	l-kv	short-subject-search	plain	same program	pcrec_25b1984f_auto-nocaps-simdna	measured	pinned	3	median_ns	5.608866	5	1.0000	0	0			no
rank	anc-caret	l-kv	short-subject-search	plain	same program	pcrec_25b1984f_auto-caps-simdna	measured	pinned	4	median_ns	5.617109	5	1.0000	0	0			yes
rank	anc-caret	l-kv	short-subject-search	plain	same program	rust_1.13.1_default-caps-simdna	measured	pinned	5	median_ns	22.777542	5	1.0000	0	0			no
rank	anc-caret	l-kv	short-subject-search	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	6	median_ns	29.511850	5	1.0000	0	0			yes
rank	anc-caret	l-kv	short-subject-search	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	7	median_ns	36.090310	5	1.0000	0	0			yes
baseline	anc-caret	l-latin1	match-compliance			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	anc-caret	l-latin1	match-compliance	whole-subject	separate artifact	rust_1.13.1_default-caps-simdna	measured	pinned	1	median_ns	5.633555	5	1.0000	0	0			no
rank	anc-caret	l-latin1	match-compliance	whole-subject	separate artifact	pcrec_25b1984f_vm-in-caps-simdna	measured	pinned	2	median_ns	5.905612	5	1.0000	0	0			yes
rank	anc-caret	l-latin1	match-compliance	whole-subject	separate artifact	pcrec_25b1984f_vm-caps-simdna	measured	pinned	3	median_ns	6.793443	5	1.0000	0	0			yes
rank	anc-caret	l-latin1	match-compliance	whole-subject	separate artifact	pcrec_25b1984f_auto-nocaps-simdna	measured	pinned	4	median_ns	9.151406	5	1.0000	0	0			no
rank	anc-caret	l-latin1	match-compliance	whole-subject	separate artifact	pcrec_25b1984f_auto-caps-simdna	measured	pinned	5	median_ns	9.153066	5	1.0000	0	0			yes
rank	anc-caret	l-latin1	match-compliance	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	6	median_ns	28.728526	5	1.0000	0	0			yes
rank	anc-caret	l-latin1	match-compliance	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	7	median_ns	29.266042	5	1.0000	0	0			yes
baseline	anc-caret	l-latin1	short-subject-search			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	anc-caret	l-latin1	short-subject-search	plain	same program	pcrec_25b1984f_vm-caps-simdna	measured	pinned	1	median_ns	5.021009	5	1.0000	0	0			yes
rank	anc-caret	l-latin1	short-subject-search	plain	same program	pcrec_25b1984f_vm-in-caps-simdna	measured	pinned	2	median_ns	5.317512	5	1.0000	0	0			yes
rank	anc-caret	l-latin1	short-subject-search	plain	same program	pcrec_25b1984f_auto-caps-simdna	measured	pinned	3	median_ns	5.610698	5	1.0000	0	0			yes
rank	anc-caret	l-latin1	short-subject-search	plain	same program	pcrec_25b1984f_auto-nocaps-simdna	measured	pinned	4	median_ns	5.616687	5	1.0000	0	0			no
rank	anc-caret	l-latin1	short-subject-search	plain	same program	rust_1.13.1_default-caps-simdna	measured	pinned	5	median_ns	22.771708	5	1.0000	0	0			no
rank	anc-caret	l-latin1	short-subject-search	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	6	median_ns	29.728948	5	1.0000	0	0			yes
rank	anc-caret	l-latin1	short-subject-search	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	7	median_ns	35.615536	5	1.0000	0	0			yes
baseline	anc-caret	l-multi	match-compliance			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	anc-caret	l-multi	match-compliance	whole-subject	separate artifact	rust_1.13.1_default-caps-simdna	measured	pinned	1	median_ns	5.654852	5	1.0000	0	0			no
rank	anc-caret	l-multi	match-compliance	whole-subject	separate artifact	pcrec_25b1984f_vm-in-caps-simdna	measured	pinned	2	median_ns	6.791594	5	1.0000	0	0			yes
rank	anc-caret	l-multi	match-compliance	whole-subject	separate artifact	pcrec_25b1984f_vm-caps-simdna	measured	pinned	3	median_ns	6.848026	5	1.0000	0	0			yes
rank	anc-caret	l-multi	match-compliance	whole-subject	separate artifact	pcrec_25b1984f_auto-caps-simdna	measured	pinned	4	median_ns	12.432465	5	1.0000	0	0			yes
rank	anc-caret	l-multi	match-compliance	whole-subject	separate artifact	pcrec_25b1984f_auto-nocaps-simdna	measured	pinned	5	median_ns	12.454689	5	1.0000	0	0			no
rank	anc-caret	l-multi	match-compliance	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	6	median_ns	125.598728	5	1.0000	0	0			yes
rank	anc-caret	l-multi	match-compliance	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	7	median_ns	126.940474	5	1.0000	0	0			yes
baseline	anc-caret	l-multi	short-subject-search			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	anc-caret	l-multi	short-subject-search	plain	same program	pcrec_25b1984f_vm-in-caps-simdna	measured	pinned	1	median_ns	9.186110	5	1.0000	0	0			yes
rank	anc-caret	l-multi	short-subject-search	plain	same program	pcrec_25b1984f_vm-caps-simdna	measured	pinned	2	median_ns	9.449465	5	1.0000	0	0			yes
rank	anc-caret	l-multi	short-subject-search	plain	same program	pcrec_25b1984f_auto-caps-simdna	measured	pinned	3	median_ns	12.112775	5	1.0000	0	0			yes
rank	anc-caret	l-multi	short-subject-search	plain	same program	pcrec_25b1984f_auto-nocaps-simdna	measured	pinned	4	median_ns	12.275302	5	1.0000	0	0			no
rank	anc-caret	l-multi	short-subject-search	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	5	median_ns	43.121578	5	1.0000	0	0			yes
rank	anc-caret	l-multi	short-subject-search	plain	same program	rust_1.13.1_default-caps-simdna	measured	pinned	6	median_ns	131.427719	5	1.0000	0	0			no
rank	anc-caret	l-multi	short-subject-search	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	7	median_ns	144.424828	5	1.0000	0	0			yes
baseline	anc-caret	l-order	match-compliance			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	anc-caret	l-order	match-compliance	whole-subject	separate artifact	rust_1.13.1_default-caps-simdna	measured	pinned	1	median_ns	5.637854	5	1.0000	0	0			no
rank	anc-caret	l-order	match-compliance	whole-subject	separate artifact	pcrec_25b1984f_vm-in-caps-simdna	measured	pinned	2	median_ns	5.907387	5	1.0000	0	0			yes
rank	anc-caret	l-order	match-compliance	whole-subject	separate artifact	pcrec_25b1984f_vm-caps-simdna	measured	pinned	3	median_ns	6.790495	5	1.0000	0	0			yes
rank	anc-caret	l-order	match-compliance	whole-subject	separate artifact	pcrec_25b1984f_auto-caps-simdna	measured	pinned	4	median_ns	9.154838	5	1.0000	0	0			yes
rank	anc-caret	l-order	match-compliance	whole-subject	separate artifact	pcrec_25b1984f_auto-nocaps-simdna	measured	pinned	5	median_ns	9.159884	5	1.0000	0	0			no
rank	anc-caret	l-order	match-compliance	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	6	median_ns	28.737342	5	1.0000	0	0			yes
rank	anc-caret	l-order	match-compliance	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	7	median_ns	29.453623	5	1.0000	0	0			yes
baseline	anc-caret	l-order	short-subject-search			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	anc-caret	l-order	short-subject-search	plain	same program	pcrec_25b1984f_vm-caps-simdna	measured	pinned	1	median_ns	5.020613	5	1.0000	0	0			yes
rank	anc-caret	l-order	short-subject-search	plain	same program	pcrec_25b1984f_vm-in-caps-simdna	measured	pinned	2	median_ns	5.315299	5	1.0000	0	0			yes
rank	anc-caret	l-order	short-subject-search	plain	same program	pcrec_25b1984f_auto-caps-simdna	measured	pinned	3	median_ns	5.609501	5	1.0000	0	0			yes
rank	anc-caret	l-order	short-subject-search	plain	same program	pcrec_25b1984f_auto-nocaps-simdna	measured	pinned	4	median_ns	5.609996	5	1.0000	0	0			no
rank	anc-caret	l-order	short-subject-search	plain	same program	rust_1.13.1_default-caps-simdna	measured	pinned	5	median_ns	22.783176	5	1.0000	0	0			no
rank	anc-caret	l-order	short-subject-search	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	6	median_ns	29.479794	5	1.0000	0	0			yes
rank	anc-caret	l-order	short-subject-search	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	7	median_ns	36.021417	5	1.0000	0	0			yes
baseline	anc-caret	l-parens	match-compliance			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	anc-caret	l-parens	match-compliance	whole-subject	separate artifact	rust_1.13.1_default-caps-simdna	measured	pinned	1	median_ns	5.689158	5	1.0000	0	0			no
rank	anc-caret	l-parens	match-compliance	whole-subject	separate artifact	pcrec_25b1984f_vm-in-caps-simdna	measured	pinned	2	median_ns	5.905117	5	1.0000	0	0			yes
rank	anc-caret	l-parens	match-compliance	whole-subject	separate artifact	pcrec_25b1984f_vm-caps-simdna	measured	pinned	3	median_ns	6.790712	5	1.0000	0	0			yes
rank	anc-caret	l-parens	match-compliance	whole-subject	separate artifact	pcrec_25b1984f_auto-caps-simdna	measured	pinned	4	median_ns	9.150695	5	1.0000	0	0			yes
rank	anc-caret	l-parens	match-compliance	whole-subject	separate artifact	pcrec_25b1984f_auto-nocaps-simdna	measured	pinned	5	median_ns	9.152301	5	1.0000	0	0			no
rank	anc-caret	l-parens	match-compliance	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	6	median_ns	28.773882	5	1.0000	0	0			yes
rank	anc-caret	l-parens	match-compliance	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	7	median_ns	29.041098	5	1.0000	0	0			yes
baseline	anc-caret	l-parens	short-subject-search			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	anc-caret	l-parens	short-subject-search	plain	same program	pcrec_25b1984f_vm-caps-simdna	measured	pinned	1	median_ns	5.017429	5	1.0000	0	0			yes
rank	anc-caret	l-parens	short-subject-search	plain	same program	pcrec_25b1984f_vm-in-caps-simdna	measured	pinned	2	median_ns	5.314619	5	1.0000	0	0			yes
rank	anc-caret	l-parens	short-subject-search	plain	same program	pcrec_25b1984f_auto-nocaps-simdna	measured	pinned	3	median_ns	5.608655	5	1.0000	0	0			no
rank	anc-caret	l-parens	short-subject-search	plain	same program	pcrec_25b1984f_auto-caps-simdna	measured	pinned	4	median_ns	5.614498	5	1.0000	0	0			yes
rank	anc-caret	l-parens	short-subject-search	plain	same program	rust_1.13.1_default-caps-simdna	measured	pinned	5	median_ns	22.794149	5	1.0000	0	0			no
rank	anc-caret	l-parens	short-subject-search	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	6	median_ns	29.515813	5	1.0000	0	0			yes
rank	anc-caret	l-parens	short-subject-search	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	7	median_ns	36.139235	5	1.0000	0	0			yes
